cell-line	canonical_name	resource	Amelogenin	CSF1PO	D13S317	D16S539	D18S51	D19S433	D21S11	D2S1338	D3S1358	D5S818	D7S820	D8S1179	FGA	Penta	TH01	TPOX	vWA
II-18	II-18	RCB:2093	X	"7,12"	12	10	0	0	0	0	0	"10,12"	11	0	0	0	7	11	"15,17"
																			
WSU-DLCL2	WSU-DLCL2	GNE:586087	"X,Y"	11	"11,14"	"10,13"	"15,16"	0	"29,32.2"	0	"14,16"	"11,12"	"10,12"	"12,13"	22	E	"8,9"	8	"16,17"
																			
HCC1217	HCC1217	GNE:587161	"X,Y"	"10,12"	8	"12,13"	19	0	"29,30"	0	18	"11,13"	"9,10"	"13,15"	"20,24"	E	7	"7,9"	"14,17"
																			
SK-N-AS	SK-N-AS	GNE:586196	X	"10,12"	9	14	"14,15"	0	"32.2,33.2"	0	14	"11,12"	"11,13"	"13,14"	"20,22"	E	9.3	"11,12"	"16,17"
																			
HG 261	HG-261	ATCC:CCL-122	"X,Y"	"11,12"	"9,11"	"12,13"	0	0	0	0	0	"11,12"	"10,11"	0	0	0	"6,9"	8	"16,17"
																			
TOM-2	TOM-2	RCB:1125	X	"11,12"	"8,12"	"10,14"	0	0	0	0	0	"11,13"	"10,11"	0	0	0	7	8	17
																			
D98-AH2	HeLa	RCB:2105	X	"9,10,11"	0	"9,10"	0	0	0	0	0	"11,12"	12	0	0	0	7	"8,12"	"16,18"
																			
LO68	0	0	X	"10,11"	11	"10,12"	"12,15"	"13,15.2"	"30,30.2"	"20,24"	"16,18"	"11,13"	"8,10"	14	"20,22"	0	"8,9"	"8,11"	"17,18"
																			
OVK18#102	0	RCB:2535	X	"10,12"	"9,12"	"9,11"	0	0	0	0	0	"8,11"	8	0	0	0	7	"8,11"	"17,18"
																			
SAT	SAT	JCRB:1027	X	11	"10,12"	"10,12"	0	0	0	0	0	13	"11,12"	0	0	0	9	"9,11"	"14,18"
																			
T98G	T98G	GNE:586349	"X,Y"	"10,12"	13	13	"13,16"	0	"28,32.2"	0	16	"10,12"	"9,10"	"13,14"	21	E	"7,9.3"	8	"17,20"
																			
RERF-LC-MS	RERF-LC-MS	GNE:131771	"X,Y"	"12,13"	10	12	16	0	30	0	16	"10,13"	"11,12"	"11,14"	24	E	7	"8,11"	16
																			
MRC-9	MRC-9	ATCC:CCL-212	X	12	"8,11"	12	0	0	0	0	0	"12,13"	"10,11"	0	0	0	"6,8"	11	"16,17"
																			
PZ-HPV-7	0	ATCC:CRL-2221	"X,Y"	"11,12"	"12,14"	"11,12"	0	0	0	0	0	"9,13"	9	0	0	0	"7,9"	"8,11"	17
																			
Hs 846.Sk	Hs 846.Sk	ATCC:CRL-7578	X	"12,13"	12	12	0	0	0	0	0	13	"8,9"	0	0	0	"7,9"	8	16
																			
MT-4	MT-4	JCRB:0135	"X,Y"	"11,12"	12	"9,12"	0	0	0	0	0	"10,11"	"8,10"	0	0	0	7	11	"17,18"
																			
CCD-969Sk	0	ATCC:CRL-1885	"X,Y"	"11,13"	12	"9,11"	0	0	0	0	0	"10,13"	"8,11"	0	0	0	"6,9.3"	"6,8"	"15,17"
																			
H33HJ-JA1	Jurkat	ATCC:CRL-8163	"X,Y"	11	"8,10,11"	"11,12"	0	0	0	0	0	9	"8,10"	0	0	0	"6,9.3"	"8,10"	"18,19"
																			
NCI-H125	NCI-H125	ATCC:CRL-5801	X	7	11	"5,12"	0	0	0	0	0	10	10	0	0	0	7	"8,9"	17
																			
NCI-H524	NCI-H524	GNE:586514	X	12	12	12	"12,13"	0	"29,30"	0	15	12	"11,12"	"13,15"	25	E	"8,9.3"	"8,10"	"14,17"
																			
CCD-944Sk	CCD-944Sk	ATCC:CRL-1836	X	12	12	12	0	0	0	0	0	"10,11"	"7,10"	0	0	0	"9,9.3"	8	"16,18"
																			
LC-1F	LC-1F	RCB:0439	X	12	12	9	0	0	0	0	0	"12,13"	12	0	0	0	"7,9"	"8,12"	"17,18"
																			
NCI-BL128	NCI-BL128	ATCC:CRL-5947	"X,Y"	"10,11"	12	13	0	0	0	0	0	"9,12"	"8,10"	0	0	0	"6,9"	8	17
																			
BC-3C	BC-3C	DSM:ACC-450	X	11	9	"11,13"	0	0	0	0	0	"11,13"	11	0	0	0	"6,9"	8	"15,16"
																			
KNS-42	KNS-42	JCRB:IFO50356	X	10	8	"9,12"	0	0	0	0	0	12	"8,11"	0	0	0	6	"8,11"	"18,19"
																			
Hs 329.T	Hs 329.T	ATCC:CRL-7242	X	"11,12"	"9,11"	"11,12"	0	0	0	0	0	"11,13"	"11,12"	0	0	0	"6,9.3"	"8,11"	"17,18"
																			
KMS-34	KMS-34	JCRB:1195	X	12	8	"10,13,14"	"13,15"	0	32.2	0	"15,17"	12	"10,11"	"12,13"	24	E	"7,9"	"8,9"	14
																			
VP303	VP303	GNE:586622	X	"10,11"	11	"9,12"	"12,13"	"13,14"	"28,29"	25	17	"11,13"	"8,10"	11	"22,23"	E	9.3	"8,11"	18
																			
JHH-5	JHH-5	GNE:586139	"X,Y"	9	9	"9,10"	13	0	31.2	0	"15,17"	13	"10,12"	12	19	E	9	11	"17,19"
																			
MKN7	MKN-7	RCB:0999	X	"10,13"	"8,12"	"9,10"	"13,18"	0	"29,32.2"	0	17	"9,13"	"9,11"	15	23	E	"7,9"	9	17
																			
EB1	EB1	GNE:134374	X	"10,12"	"11,13"	"8,10"	"15,16"	0	"30,32.2"	0	"16,17"	"8,12"	"10,12"	"14,15"	"24,30"	E	"9,9.3"	"8,9"	"14,16"
																			
TE 617.T	TE 617.T	ATCC:CRL-7774	X	"10,11"	"9,13"	13	0	0	0	0	0	"9,13"	"9,11"	0	0	0	"6,9"	"8,11"	18
																			
NCI-H441	NCI-H441	GNE:130150	"X,Y"	"11,12"	9	"9,13"	"18,19"	0	32.2	0	18	"11,12"	10	"8,14"	"24,25"	E	9.3	"8,10"	17
																			
KMPC-3	KMPC-3	JCRB:1150	X	"9,11"	11	"9,11"	0	0	0	0	0	"11,13"	12	0	0	0	"7,9"	11	"16,17"
																			
LIM 2405	0	0	"X,Y"	"14,15"	"8,11"	"14,15"	"12,18"	"13,14.2,15.2"	"29,31"	"17,19"	"15,16"	"12,13"	"7,8"	"10,12"	"19,21"	0	9.3	8	"14,18,19"
																			
NCI-H2106	NCI-H2106	GNE:129703	"X,Y"	"11,13"	13	"12,13"	"14,16"	"13,14"	"30,32.2"	"17,23"	"15,17"	"11,12"	11	"13,14"	20	E	9	11	"18,19"
																			
NAMALWA.IPN/45	NAMALWA	DSM:ACC-71	X	"10,11"	"11,12"	9	0	0	0	0	0	"12,13"	11	0	0	0	"7,9.3"	"6,11"	"14,16"
																			
PL505	PL505	JCRB:1128	X	12	"11,12"	9	0	0	0	0	0	12	"8,10"	0	0	0	"6,8"	8	"16,17"
																			
ILT-Mat	ILT-Mat	RCB:0475	"X,Y"	"9,12"	"8,11"	"9,11"	0	0	0	0	0	"11,12"	"10,12"	0	0	0	"6,9"	"8,11"	17
																			
CCD-1077Sk	CCD-1077Sk	ATCC:CRL-2094	"X,Y"	"11,12"	"9,11"	"9,11"	0	0	0	0	0	"9,13"	"10,11"	0	0	0	7	"8,10"	16
																			
8.00E+07	0	ATCC:CRL-8795	"X,Y"	"10,12"	11	"10,13"	0	0	0	0	0	11	"9,10"	0	0	0	"6,9"	"8,12"	"15,18"
																			
HeLa S3 (SC)	HeLa	RCB:0271	X	"9,10"	12	"9,10"	0	0	0	0	0	11	"8,12"	0	0	0	7	"8,12"	"17,18"
																			
Hs 799.Pl	Hs 799.Pl	ATCC:CRL-7530	"X,Y"	12	"8,12,13"	11	0	0	0	0	0	"11,12"	"8,10"	0	0	0	"6,7,10"	"8,11"	"16,18,19"
																			
BCBL-1	0	DSM:ACC-683	X	12	"11,12"	12	0	0	0	0	0	"11,13"	"8,9"	0	0	0	"9,9,3"	9	17
																			
LUHMES	0	ATCC:CRL-2927	X	"13,14"	"9,11"	"11,12"	0	0	0	0	0	"11,13"	"11,13"	0	0	0	"7,9.3"	8	"14,17"
																			
ESS-1	ESS-1	DSM:ACC-461	X	"10,14"	"8,12"	"12,13"	0	0	0	0	0	"10,12"	"9,11"	0	0	0	"7,9"	8	"16,17"
																			
Hs 732.Pl	0	ATCC:CRL-7466	X	"11,12"	"12,13"	"11,13"	0	0	0	0	0	"9,10"	11	0	0	0	"6,9"	"8,10"	17
																			
HCC985	HCC985	GNE:587087	X	"12,13"	9	14	14	14	33.2	24	15	"11,12"	10	10	"23,24"	E	8	"8,9"	"17,18"
																			
T.T	T.T	GNE:586900	"X,Y"	"11,13"	11	"9,11"	"13,17"	"14,15"	30	24	15	"8,10"	11	"15,16"	18	E	9	"8,11"	17
																			
MCC14/2	0	0	X	10	13	13	"12,15,17"	"12,14"	"29,32.2"	19	16	13	"8,10"	"10,14"	21	0	"6,9.3"	8	"17,18"
																			
COLO 685	COLO 684	GNE:586812	X	11	"9,12"	"12,13"	"13,15"	"14,15"	"27,31.2"	"18,23"	"14,17"	"12,13"	"11,13"	"11,12"	"20,23"	E	"7,9.3"	8	"15,16"
																			
PH	U-937	ATCC:CRL-9851	X	"10,12"	"10,12"	12	0	0	0	0	0	"10,12"	"9,11"	0	0	0	"6,9.3"	"8,11"	15
																			
HSNB	HSNB	RCB:0666	"X,Y"	"12,14"	"11,12"	"11,12"	0	0	0	0	0	"10,12"	"8,11"	0	0	0	"7,9"	"8,11"	"16,18"
																			
WS2RGB	WS2RGB	RCB:0154	"X,Y"	12	"8,11"	9	0	0	0	0	0	12	"10,12"	0	0	0	"6,7"	8	14
																			
C3A	Hep G2	GNE:586193	"X,Y"	"10,11"	"9,13"	"12,13"	"13,14"	0	"29,31"	0	"15,16"	"11,13"	10	"15,16"	"22,25"	E	9	"8,9"	17
																			
NCI-H226	NCI-H226	GNE:129544	"X,Y"	"10,11"	"13,14"	"9,12"	16	0	"29,32.2"	0	16	"11,12"	"8,10"	"14,15"	"20,23"	E	"8,9.3"	"8,11"	17
																			
OTCD1TKB	OTCD1TKB	RCB:0492	"X,Y"	"11,12"	"11,12"	"10,11"	0	0	0	0	0	"12,13"	"11,12"	0	0	0	9	"8,11"	"16,17"
																			
Mo 59J	0	ATCC:CRL-2366	"X,Y"	"10,12"	14	"10,12"	0	0	0	0	0	"11,12"	"10,12"	0	0	0	9.3	8	17
																			
GRANTA-452	0	DSM:ACC-713	"X,Y"	"11,12"	12	"10,12"	0	0	0	0	0	"10,13"	"10,12"	0	0	0	6	"8,11"	"14,16"
																			
OAC-P4C	0	DSM:ACC-704	X	11	12	12	0	0	0	0	0	9	"9,11"	0	0	0	9	11	16
																			
HBE135-E6E7	0	ATCC:CRL-2741	"X,Y"	"9,11"	"8,11"	"9,12"	0	0	0	0	0	"11,12"	"9,10"	0	0	0	"5,6"	"8,10"	"16,17"
																			
MCC26	0	0	X	"10,11"	"13,14"	"11,13"	"15,18"	16	"31,32.2"	"23,26"	17	12	"8,9"	"8,10"	"24,25"	0	9.3	8	"16,18"
																			
TE-14	TE-14	RCB:2101	X	11	11	12	0	0	0	0	0	10	"9,11"	0	0	0	9	"9,11"	19
																			
BALL-1	BALL-1	JCRB:0071	X	"10,12"	"9,12"	9	0	0	0	0	0	"10,13"	"10,12"	0	0	0	"7,9"	"8,11"	"14,18"
																			
SK-MEL-1	SK-MEL-1	GNE:586086	"X,Y"	"12,13"	11	"11,12"	"13,16"	0	"29,32.2"	0	"14,16"	"12,13"	12	"13,16"	"18,20"	E	6	11	"16,17"
																			
GCH-nu-YS	GCH-nu-YS	GNE:586926	"X,Y"	"9,11"	"11,13"	9	"15,16,17"	"13.2,16.2"	"28,29,31"	"17,18,19"	"14,17,18"	"11,12,14"	8	"16,17,18"	"19,20"	E	6	8	"17,18,19,20"
																			
NCI-H2405	NCI-H2405	GNE:131245	"X,Y"	"11,13"	11	12	16	0	"29,30"	0	11	"11,12"	11	"13,14"	"18,21"	E	9	"8,10"	"16,17"
																			
CL-11	CL-11	GNE:584743	"X,Y"	11	"13,14"	"11,13"	14	0	"31,32.2"	0	"15,16"	12	"9,10"	14	"22,23"	E	"6,9"	8	"16,17"
																			
HE30	HE30	RCB:2247	X	"11,12"	8	"9,12"	0	0	0	0	0	"11,14"	"8,12"	0	0	0	9	"8,9"	"14,18"
																			
211-LCL	211-LCL	RCB:2288	"X,Y"	"7,11"	"8,10"	"11,13"	0	0	0	0	0	"11,13"	"8,10"	0	0	0	"6,7"	11	14
																			
MDA-MB-468	MDA-MB-468	GNE:130212	X	12	12	9	17	0	"27,28"	0	15	12	8	13	23	E	7	"8,9"	18
																			
Hs 732.Sk/Mu	0	ATCC:CRL-7467	X	"9,12"	"9,13"	"11,13"	0	0	0	0	0	"10,12"	"8,11"	0	0	0	"6,7"	"9,10"	"17,18"
																			
MCF-12A	MCF-12A	ATCC:CRL-10782	X	"10,11"	"9,11"	"9,12"	0	0	0	0	0	"11,13"	"8,11"	0	0	0	7	8	18
																			
MEG-A2	MEG-A2	DSM:ACC-718	"X,Y"	"11,13"	"8,14"	"11,12"	0	0	0	0	0	"10,11"	"10,11"	0	0	0	"6,7"	8	"14,16"
																			
DG-75 [D.G.-75]	DG-75	ATCC:CRL-2625	"X,Y"	"10,11,12"	11	12	0	0	0	0	0	12	"11.3,12,12.3"	0	0	0	"6,7"	"8,11"	"17,18"
																			
NEC14	NEC14	JCRB:0162	"X,Y"	12	11	"9,11"	0	0	0	0	0	13	"10,12"	0	0	0	8	11	"14,17"
																			
HONE-1	HONE-1	GNE:134241	X	"10,11"	"10,12"	"9,10,11"	"13,16"	0	"27,30"	0	"15,18"	"11,12"	"10,12"	12	"18,21"	E	"6,9"	"8,12"	"14,16"
																			
HEC-1-B	HEC-1	ATCC:HTB-113	X	"10,12"	"11,16"	"11,12"	"16,20"	0	"30,31"	0	15	"11,13"	"9,11"	"13,14"	21	E	"6,7"	"8,11"	18
																			
LP-1	LP-1	GNE:586528	X	"11,12"	12	"11,12"	18	0	"30,31"	0	"16,18"	11	"11,12"	"13,15"	"20,21"	E	"7,8"	11	17
																			
ST	ST	RCB:1181	X	"11,12"	"11,12"	"12,13"	0	0	0	0	0	"10,12"	"10,11"	0	0	0	"7,10"	11	"14,19"
																			
SW 403	SW 403	GNE:586244	X	"10,13"	13	"10,12"	17	0	"28,29"	0	15	11	"8,9"	"11,14"	19	E	6	"8,9"	"14,18"
																			
NCI-H2291	NCI-H2291	ATCC:CRL-5939	"X,Y"	12	8	"9,12"	0	0	0	0	0	12	"9,11"	0	0	0	"9,9.3"	8	14
																			
Hs 929.Sk	Hs 929.Sk	ATCC:CRL-7681	"X,Y"	"10,11"	"9,12"	"12,13"	0	0	0	0	0	12	12	0	0	0	"7,9.3"	"8,11"	"16,17"
																			
CCD-978Sk	0	ATCC:CRL-1905	"X,Y"	"11,13"	"9,12"	"8,11"	0	0	0	0	0	"10,12"	"9,11"	0	0	0	"8,9"	"11,12"	"15,17"
																			
NCI-H889	NCI-H889	GNE:586135	X	10	11	8	"13,18"	0	"31.2,33.2"	0	16	12	"8,9"	10	22	E	"8,9.3"	"8,9"	17
																			
DND-39	DND-39	DSM:ACC-648	"X,Y"	"11,12"	11	"9,13"	0	0	0	0	0	11	"10,12"	0	0	0	"9,9.3"	8	"15,19"
																			
Hs 364.Ct	Hs 364.Ct	ATCC:CRL-7254	"X,Y"	12	11	"10,13"	0	0	0	0	0	12	"11,12"	0	0	0	6	"9,10"	"14,17"
																			
Hs 391.We	Hs 391.We	ATCC:CRL-7267	X	10	11	"10,12"	0	0	0	0	0	"10,11"	"8,11"	0	0	0	"6,9.3"	"8,11"	"14,17"
																			
HCC4006	HCC4006	ATCC:CRL-2871	X	10	"11,12"	"11,12"	19	0	31	0	18	12	"9,12"	"10,14"	"21,22"	E	7	"8,9"	"16,17"
																			
HCC1937	HCC1937	GNE:129836	X	12	13	"13,14"	12	0	28	0	18	12	"9,10"	"12,13"	"20,22"	E	6	11	"16,17"
																			
Hs 616.T	Hs 616.T	ATCC:CRL-7378	"X,Y"	12	"11,13"	"12,13"	0	0	0	0	0	11	10	0	0	0	"8,9.3"	"8,11"	16
																			
JMSU-1	JMSU1	DSM:ACC-505	X	11	"8,12"	"9,11"	0	0	0	0	0	11	8	0	0	0	"6,9"	8	"14,18"
																			
KON	KON	JCRB:0194	X	"11,12"	"11,12"	"9,11"	0	0	0	0	0	"11,13"	"8,11"	0	0	0	"7,9"	"9,11"	"16,17"
																			
NH-6	NH-6	JCRB:0832	X	"11,12"	"8,13"	"9,11"	0	0	0	0	0	13	11	0	0	0	"6,7"	"8,9"	"14,17"
																			
HEK001	0	ATCC:CRL-2404	"X,Y"	11	8	"12,13"	0	0	0	0	0	"10,13"	"12,13"	0	0	0	"6,9"	"8,9"	14
																			
639-V	639-V	DSM:ACC-413	X	"9,12"	"11,14"	"11,13"	0	0	0	0	0	"11,12"	8	0	0	0	9.3	"9,12"	"16,19"
																			
SU.86.86	SU.86.86	GNE:584583	X	"10,11"	"11,12"	"11,13"	9	0	30	0	"14,19"	"7,13"	"8,11"	"12,15"	"21,22"	E	9.3	8	17
																			
TMH-1	TMH-1	JCRB:1078	X	12	"10,13"	"9,11"	0	0	0	0	0	"9,13"	"9,10"	0	0	0	9	11	"16,18"
																			
TK-6	0	DSM:ACC-723	"X,Y"	"10,11"	"8,13"	"9,12"	0	0	0	0	0	"11,12"	"8,11"	0	0	0	"6,9"	8	"15,16"
																			
NK-92	NK-92	ATCC:CRL-2407	"X,Y"	"11,12"	"9,12"	"11,12"	0	0	0	0	0	"12,13"	"10,11"	0	0	0	"6,9.3"	8	18
																			
Hs 53.T	Hs 53.T	ATCC:CRL-7033	X	"7,10"	"9,12"	"10,12"	0	0	0	0	0	"12,13"	12	0	0	0	"8,9"	"7,9"	"15,16"
																			
NCI-H2196	NCI-H2196	GNE:586088	"X,Y"	11	11	10	"13,14"	0	30	0	15	12	"10,11"	13	22	E	9.3	"8,9"	18
																			
HPB-ALL	HPB-ALL	DSM:ACC-483	"X,Y"	"10,11"	"8,10"	"9,11"	0	0	0	0	0	11	11	0	0	0	"7,9"	"8,12"	"18,20"
																			
SNU-484	SNU-484	GNE:586236	X	9	"11,12"	13	"13,15"	0	30	0	18	10	12	14	"19,23"	E	7	8	18
																			
P12-ICHIKAWA	P12-ICHIKAWA	DSM:ACC-34	X	"11,13"	"10,11"	"9,10"	0	0	0	0	0	"12,13"	"11,12"	0	0	0	"6,9"	"8,11"	18
																			
L-591	L-591	DSM:ACC-602	X	"10,11"	"7,13"	"9,12"	0	0	0	0	0	"11,12"	"9,13"	0	0	0	"7,9.3"	"8,11"	"16,21"
																			
HKb20	293	RCB:2253	X	"11,12"	12	"9,13"	0	0	0	0	0	"8,9"	11	0	0	0	"7,9.3"	11	"16,19"
																			
CTV-1	CTV-1	DSM:ACC-40	"X,Y"	"9,12"	"11,12"	"9,14"	0	0	0	0	0	12	"11,13"	0	0	0	9	8	"17,18"
																			
HDLM-2	HDLM-2	DSM:ACC-17	"X,Y"	"11,12"	"11,12"	12	0	0	0	0	0	11	"8,10"	0	0	0	"6,7"	8	19
																			
ATN-1	ATN-1	RCB:1440	"X,Y"	"9,11"	"11,12"	11	0	0	0	0	0	"10,13"	8	0	0	0	9	9	"14,18"
																			
SF8760	SF8760	RCB:0588	X	"10,12"	"8,11"	"9,11"	0	0	0	0	0	11	11	0	0	0	9	"8,9"	18
																			
YAPC	YAPC	GNE:586572	"X,Y"	"11,12"	"8,12"	9	17	0	"31,31.2"	0	17	"11,13"	"9,11"	"13,15"	"21,22"	E	"7,9"	8	17
																			
Hs 365.Ct	Hs 365.Ct	ATCC:CRL-7255	"X,Y"	"11,13"	"8,11"	13	0	0	0	0	0	"12,13"	"7,10"	0	0	0	6	"8,11"	"14,17"
																			
JHONA	JHONA	RCB:2365	X	12	"9,11"	"9,11"	0	0	0	0	0	"12,13"	10	0	0	0	"6,9"	8	"15,17"
																			
TUR	U-937	ATCC:CRL-2367	X	12	"10,12"	12	0	0	0	0	0	12	"9,11"	0	0	0	"6,9.3"	"8,11"	"14,16"
																			
GA-10	GA-10	GNE:586298	"X,Y"	10	11	"11,12"	"14,18"	0	"28,30"	0	18	11	"8,10"	"11,13"	"20,23"	E	"9,9.3"	"8,11"	"16,20"
																			
Hs 729	Hs 729	ATCC:HTB-153	"X,Y"	10	"11,12"	11	0	0	0	0	0	"11,12"	"8,9"	0	0	0	"6,9.3"	11	"16,17"
																			
CHLA-02-ATRT	0	ATCC:CRL-3020	"X,Y"	"10,11"	"11,13"	13	0	0	0	0	0	"11,12"	"10,12"	0	0	0	6	"10,12"	"16,18"
																			
AC-1M32	AC-1M32	DSM:ACC-442	"X,Y"	"11,12,10"	"9,11"	"12,13"	0	0	0	0	0	"10,11"	"10,12,13"	0	0	0	"9,9.3"	"8,11,12"	"14,16"
																			
Hs 322.Lu	0	ATCC:CRL-7237	X	"10,12"	"10,12"	"9,11"	0	0	0	0	0	"11,13"	"7,11"	0	0	0	"6,9.3"	9	"15,17"
																			
GSS	GSS	RCB:2277	X	9	8	12	0	0	0	0	0	"12,13"	11	0	0	0	7	8	14
																			
NCI-BL2107	NCI-BL2107	GNE:586442	"X,Y"	"8,11"	"12,13"	"10,13"	"15,17"	0	30	0	16	"13,14"	8	"11,14"	"19,22"	E	"6,7"	"10,11"	17
																			
no.10	no.10	JCRB:IFO50368	"X,Y"	"12,13"	12	11	0	0	0	0	0	"12,13"	"8,11"	0	0	0	"7,9"	9	17
																			
TUHR3TKB	TUHR3TKB	RCB:1187	"X,Y"	"11,12"	"8,10"	"10,12"	0	0	0	0	0	"10,11"	"9,10"	0	0	0	"6,9"	"9,11"	"18,19"
																			
JeKo-1	JEKO-1	GNE:585740	X	"9,12"	"8,9"	12	"13,15"	0	"30,33.2"	0	"15,16"	"10,13"	"10,11"	"11,14"	"21,24"	E	7	8	14
																			
FS-1	FS-1	JCRB:IFO50477	"X,Y"	12	"8,11"	11	0	0	0	0	0	12	"10,12"	0	0	0	"6,7"	"9,11"	"16,18"
																			
NOR-P1	NOR-P1	RCB:2139	"X,Y"	"7,10"	11	10	0	0	0	0	0	"10,11"	"10,11"	0	0	0	"6,7"	"8,11"	"16,18"
																			
Hs 409.We	Hs 409.We	ATCC:CRL-7281	X	"11,12"	"10,12"	"8,11"	0	0	0	0	0	12	"10,11"	0	0	0	"7,9.3"	8	"16,17"
																			
SW 1573	SW 1573	GNE:129766	X	"10,12"	11	"12,14"	16	0	29	0	"14,18"	"12,13"	"9,11"	11	21	E	"6,9.3"	"8,11"	20
																			
M-MOK	M-MOK	RCB:2534	X	12	"12,14"	"10,12"	0	0	0	0	0	"9,11"	10	0	0	0	7	"11,12"	"17,18"
																			
HSC-41	SH-10-TC	JCRB:1035	X	13	11	"11,13"	0	0	0	0	0	12	11	0	0	0	"7,9"	"8,11"	"17,18"
																			
MIA PaCa-2	MIA PaCa-2	GNE:584217	X	10	"12,13"	"10,13"	12	0	"29,31.2"	0	16	"12,13"	"12,13"	16	22	E	"9,10"	9	15
																			
8-MG-BA	8-MG-BA	DSM:ACC-432	X	"10,11"	12	12	0	0	0	0	0	"10,12"	11	0	0	0	"9,9.3"	"8,10"	17
																			
T2(174 x CEM.T2)	T2	ATCC:CRL-1992	X	"11,12"	"11,12"	"10,12"	0	0	0	0	0	"12,14"	"10,11,15"	0	0	0	"6,7,9.3"	"8,12"	"14,17,20"
																			
HFSKF-AE-VII	HFLI-AE-VII	RCB:1615	X	"11,12"	"11,12"	"10,12"	0	0	0	0	0	"11,12"	8	0	0	0	7	11	"14,19"
																			
Caki-2	Caki-2	GNE:586003	"X,Y"	"10,12"	10	"9,13"	17	0	"27,31"	0	14	11	12	10	22	E	6	"9,11"	"16,17"
																			
Hs 397.Lu	Hs 397.Lu	ATCC:CRL-7272	"X,Y"	"10,12"	"9,12"	"9,12"	0	0	0	0	0	"10,12"	"8,9"	0	0	0	"6,9"	"9,11"	"16,18"
																			
HCC1428	HCC1428	GNE:131873	X	10	12	"8,12"	16	0	"30,33.2"	0	16	"11,12"	9	14	"21,22"	E	8	8	17
																			
VA-ES-BJ	VA-ES-BJ	ATCC:CRL-2138	X	"11,12"	"11,12"	"11,12"	0	0	0	0	0	"11,13"	"11,12"	0	0	0	6	8	"18,19"
																			
JVM-13	JVM-13	ATCC:CRL-3003	"X,Y"	"10,12"	"9,11"	11	0	0	0	0	0	11	9	0	0	0	"6,7"	"10,11"	"16,18"
																			
JHOM-1	JHOM-1	RCB:1676	X	12	"8,12"	"10,11"	0	0	0	0	0	10	"1,1"	0	0	0	"7,9"	"8,11"	"14,18"
																			
"G-292, clone A141B1"	"G-292, clone A141B1"	GNE:586930	X	"11,12"	"9,14"	12	18	16.2	31	17	"16,17"	"12,13"	9	15	22	E	6	8	14
																			
Hs 410.We	Hs 410.We	ATCC:CRL-7282	"X,Y"	"10,12"	"9,10"	"10,12"	0	0	0	0	0	12	"9,11"	0	0	0	"6,7"	"11,12"	"14,18"
																			
HDC	HDC	RCB:0679	X	"9,12"	"9,12"	"9,11"	0	0	0	0	0	"11,13"	12	0	0	0	"6,7"	8	"14,18"
																			
GM19085	0	GNE:586806	"X,Y"	"10,11"	12	9	"13,14"	"14,15.2"	"29,30"	"18,23"	"15,17"	"11,12"	11	"11,14"	20	E	"7,8"	"8,11"	"17,18"
																			
ChaGo-K-1	ChaGo-K-1	GNE:586163	"X,Y"	10	11	11	"13,20"	0	"31.2,32"	0	16	12	"8,12"	"11,12"	23	E	9.3	8	"17,18"
																			
HT-1197	HT-1197	ATCC:CRL-1473	"X,Y"	"11,12"	"11,12"	"12,13"	0	0	0	0	0	12	"11,12"	0	0	0	"6,9.3"	"11,12"	"16,18"
																			
WIL2-NS	WIL2-NS	ATCC:CRL-8155	"X,Y"	"11,12"	11	"11,12"	0	0	0	0	0	"12,13"	"9,12"	0	0	0	"8,9.3"	"8,11"	"17,20"
																			
SNU-216	SNU-216	GNE:586242	X	12	9	"10,13"	16	0	"30,33.2"	0	17	11	"8,10"	"13,16"	21	E	7	9	"14,20"
																			
MM370	0	0	"X,Y*"	"11,12"	"11,12"	8	"14,15"	"12,13"	"27,32"	17	"14,16"	"11,12"	"11,12"	"13,14"	"21,24"	0	9.3	"8,9"	"14,18"
																			
G120	G120	GNE:132518	"X,Y"	"11,14"	12	"11,12"	15	0	"29,31"	0	"16,17"	"10,11"	"10,13"	"14,15"	"21,24"	E	9.3	8	"15,19"
																			
TCC-SUP	TCCSUP	DSM:ACC-377	X	10	11	"9,11"	0	0	0	0	0	12	"8,9"	0	0	0	"6,9.3"	8	"14,16"
																			
Hs 115.Lu	Hs 115.Lu	ATCC:CRL-7077	X	"10,11"	"11,13"	"12,13"	0	0	0	0	0	"11,12"	"8,10"	0	0	0	"9.3,10"	"10,11"	16
																			
KMS-26	KMS-26	GNE:586561	"X,Y"	10	12	10	"13,20"	0	"30,31.2"	0	16	13	"8,12"	"14,15"	24	E	"7,8"	"11,12"	"17,20"
																			
G121	G121	GNE:132773	X	"10,11"	10	12	"15,16"	0	"30,32.2"	0	"14,15"	"12,13"	"10,12"	"11,13"	20	E	"6,9"	"8,10"	18
																			
SU-DHL-16	SU-DHL-16	GNE:132796	"X,Y"	"10,11"	"9,12"	"11,13"	"12,13"	0	"30,31"	0	14	10	"9,10"	12	"20,21"	E	"7,9.3"	"8,11"	"15,18"
																			
Hs 268.T	Hs 268.T	ATCC:CRL-7218	"X,Y"	"11,12"	"8,11"	"10,12"	0	0	0	0	0	"12,13"	"8,10"	0	0	0	"9,9.3"	8	19
																			
SK-CO-1	SK-CO-1	GNE:583691	X	13	14	13	19	0	"28,30"	0	"17,18"	"9,11"	"8,10"	"12,14"	"20,25"	E	"8,9"	"8,11"	"18,19"
																			
